"","ProbeID","Codeset.Name","Probe.Label","Analyte.Type","Is.Control","Control.Type","Probe.Annotation","KEGG.Pathways","Cell.Type","Official.Gene.Name","probeLabel.Type","below.threshold"
"SUMO1 - mRNA","NM_003352.8:348","NS_HS_GLIAL_V1.0","SUMO1","mRNA",0,"","Interferon Signaling","","","SUMO1","SUMO1 - mRNA","False"
"ROCK2 - mRNA","NM_004850.3:3140","NS_HS_GLIAL_V1.0","ROCK2","mRNA",0,"","Wnt Signaling;Cell Migration","hsa04022;hsa04024;hsa04062;hsa04071;hsa04270;hsa04310;hsa04360;hsa04510;hsa04611;hsa04670;hsa04810;hsa04921;hsa05130;hsa05131;hsa05132;hsa05200;hsa05205","","ROCK2","ROCK2 - mRNA","False"
"TRIM2 - mRNA","NM_001302694.1:298","NS_HS_GLIAL_V1.0","TRIM2","mRNA",0,"","Primed Microglia;Interferon Signaling","","","TRIM2","TRIM2 - mRNA","False"
"SORL1 - mRNA","NM_003105.4:2599","NS_HS_GLIAL_V1.0","SORL1","mRNA",0,"","Neurogenesis;Microglial Markers","","","SORL1","SORL1 - mRNA","False"
"ATP2A2 - mRNA","NM_001681.3:1396","NS_HS_GLIAL_V1.0","ATP2A2","mRNA",0,"","Ion Transport;Calcium Signaling","hsa04020;hsa04022;hsa04024;hsa04260;hsa04261;hsa04919;hsa04972;hsa05010;hsa05410;hsa05412;hsa05414","","ATP2A2","ATP2A2 - mRNA","False"
"HSPA9 - mRNA","NM_004134.4:975","NS_HS_GLIAL_V1.0","HSPA9","mRNA",0,"","Primed Microglia","hsa05152","","HSPA9","HSPA9 - mRNA","False"
"ATP2B4 - mRNA","NM_001684.4:2863","NS_HS_GLIAL_V1.0","ATP2B4","mRNA",0,"","NO Metabolism and Signaling;Ion Transport;Calcium Signaling","hsa04020;hsa04022;hsa04024;hsa04261;hsa04970;hsa04972","","ATP2B4","ATP2B4 - mRNA","False"
"ACADM - mRNA","NM_000016.5:1289","NS_HS_GLIAL_V1.0","ACADM","mRNA",0,"","Lipid Metabolism","hsa00071;hsa00280;hsa00640;hsa03320","","ACADM","ACADM - mRNA","False"
"MEF2A - mRNA","NM_005587.2:840","NS_HS_GLIAL_V1.0","MEF2A","mRNA",0,"","Neurotrophin Signaling;Neurogenesis;Microglia Neurodegenerative Phenotype (MGnD);Cytokines","hsa04022","","MEF2A","MEF2A - mRNA","False"
"PGAM1 - mRNA","NM_002629.3:439","NS_HS_GLIAL_V1.0","PGAM1","mRNA",0,"","Glucose Metabolism","hsa00010;hsa04922;hsa05230","","PGAM1","PGAM1 - mRNA","False"
"NCAM2 - mRNA","NM_004540.4:1364","NS_HS_GLIAL_V1.0","NCAM2","mRNA",0,"","Neurogenesis;Cell Migration","hsa04514;hsa05020","","NCAM2","NCAM2 - mRNA","False"
"TARDBP - mRNA","NM_007375.3:476","NS_HS_GLIAL_V1.0","TARDBP","mRNA",0,"","Proteotoxic Stress","","","TARDBP","TARDBP - mRNA","False"
"RBX1 - mRNA","NM_014248.2:162","NS_HS_GLIAL_V1.0","RBX1","mRNA",0,"","Wnt Signaling;Proteotoxic Stress;Hypoxia;Circadian Signaling;Cell Cycle","hsa04066;hsa04110;hsa04114;hsa04120;hsa04141;hsa04310;hsa04350;hsa04710;hsa05200;hsa05211","","RBX1","RBX1 - mRNA","False"
"PPT1 - mRNA","NM_000310.3:826","NS_HS_GLIAL_V1.0","PPT1","mRNA",0,"","Lipid Metabolism","hsa04142","","PPT1","PPT1 - mRNA","False"
"RAD23B - mRNA","NM_001244713.1:590","NS_HS_GLIAL_V1.0","RAD23B","mRNA",0,"","Proteotoxic Stress","hsa04141","","RAD23B","RAD23B - mRNA","False"
"ATF2 - mRNA","NM_001256091.1:668","NS_HS_GLIAL_V1.0","ATF2","mRNA",0,"","MAPK & PI3K;Dopaminergic Synapse;Cytokines","hsa04010;hsa04022;hsa04151;hsa04211;hsa04261;hsa04668;hsa04728;hsa04911;hsa04915;hsa04918;hsa04922;hsa04925;hsa05030;hsa05031;hsa05034;hsa05161;hsa05164;hsa05166;hsa05169;hsa05203","","ATF2","ATF2 - mRNA","False"
"GRB2 - mRNA","NM_002086.4:412","NS_HS_GLIAL_V1.0","GRB2","mRNA",0,"","T-cell signaling;MAPK & PI3K","hsa04010;hsa04012;hsa04014;hsa04062;hsa04068;hsa04072;hsa04151;hsa04320;hsa04380;hsa04510;hsa04540;hsa04550;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04722;hsa04910;hsa04912;hsa04915;hsa04917;hsa05034;hsa05160;hsa05161;hsa05200;hsa05203;hsa05205;hsa05206;hsa05211;hsa05213;hsa05214;hsa05215;hsa05220;hsa05221;hsa05223;hsa05231","","GRB2","GRB2 - mRNA","False"
"CAMK2G - mRNA","NM_001222.2:233","NS_HS_GLIAL_V1.0","CAMK2G","mRNA",0,"","Calcium Signaling","hsa04012;hsa04020;hsa04024;hsa04066;hsa04114;hsa04261;hsa04310;hsa04713;hsa04720;hsa04722;hsa04725;hsa04728;hsa04740;hsa04750;hsa04911;hsa04912;hsa04916;hsa04921;hsa04922;hsa04925;hsa04971;hsa05031;hsa05152;hsa05205;hsa05214","","CAMK2G","CAMK2G - mRNA","False"
"HSD17B4 - mRNA","NM_000414.3:2235","NS_HS_GLIAL_V1.0","HSD17B4","mRNA",0,"","Lipid Metabolism","hsa04146","","HSD17B4","HSD17B4 - mRNA","False"
"CTSB - mRNA","NM_147780.2:1054","NS_HS_GLIAL_V1.0","CTSB","mRNA",0,"","Stage 1 DAM;Primed Microglia;Microglia Neurodegenerative Phenotype (MGnD);Autophagy;Apoptosis","hsa04142;hsa04612;hsa04924","","CTSB","CTSB - mRNA","False"
"PTPN11 - mRNA","NM_002834.3:1480","NS_HS_GLIAL_V1.0","PTPN11","mRNA",0,"","Neurotrophin Signaling;Neurogenesis;Interferon Signaling","hsa04014;hsa04072;hsa04630;hsa04650;hsa04670;hsa04722;hsa04920;hsa04931;hsa05120;hsa05168;hsa05205;hsa05211;hsa05220","","PTPN11","PTPN11 - mRNA","False"
"HACD3 - mRNA","NM_016395.2:235","NS_HS_GLIAL_V1.0","HACD3","mRNA",0,"","Lipid Metabolism","","","HACD3","HACD3 - mRNA","False"
"CTSF - mRNA","NM_003793.3:655","NS_HS_GLIAL_V1.0","CTSF","mRNA",0,"","Microglial Markers;Apoptosis","hsa04142","","CTSF","CTSF - mRNA","False"
"EPB41L2 - mRNA","NM_001199389.1:1880","NS_HS_GLIAL_V1.0","EPB41L2","mRNA",0,"","Cytoskeletal Dynamics","hsa04530","","EPB41L2","EPB41L2 - mRNA","False"
"ATP6V1G1 - mRNA","NM_004888.4:300","NS_HS_GLIAL_V1.0","ATP6V1G1","mRNA",0,"","Phagocytosis;Ion Transport","hsa00190;hsa04145;hsa04721;hsa04966;hsa05110;hsa05120;hsa05323","","ATP6V1G1","ATP6V1G1 - mRNA","False"
"ATP9A - mRNA","NM_006045.1:1200","NS_HS_GLIAL_V1.0","ATP9A","mRNA",0,"","Ion Transport","","","ATP9A","ATP9A - mRNA","False"
"CRKL - mRNA","NM_005207.4:885","NS_HS_GLIAL_V1.0","CRKL","mRNA",0,"","Phagocytosis;Neurotrophin Signaling;MAPK & PI3K;Insulin Signaling","hsa04010;hsa04012;hsa04015;hsa04062;hsa04510;hsa04666;hsa04722;hsa04810;hsa04910;hsa05100;hsa05131;hsa05200;hsa05206;hsa05211;hsa05220","","CRKL","CRKL - mRNA","False"
"CACNA2D1 - mRNA","NM_000722.2:335","NS_HS_GLIAL_V1.0","CACNA2D1","mRNA",0,"","Ion Transport;Calcium Signaling","hsa04010;hsa04260;hsa04261;hsa04921;hsa05410;hsa05412;hsa05414","","CACNA2D1","CACNA2D1 - mRNA","False"
"BASP1 - mRNA","NM_006317.4:675","NS_HS_GLIAL_V1.0","BASP1","mRNA",0,"","Cytoskeletal Dynamics","","","BASP1","BASP1 - mRNA","False"
"ATP6V1G2 - mRNA","NM_130463.4:277","NS_HS_GLIAL_V1.0","ATP6V1G2","mRNA",0,"","Phagocytosis;Ion Transport","hsa00190;hsa04145;hsa04721;hsa04966;hsa05110;hsa05120;hsa05323","","ATP6V1G2","ATP6V1G2 - mRNA","False"
"PFKP - mRNA","NM_002627.3:795","NS_HS_GLIAL_V1.0","PFKP","mRNA",0,"","Glucose Metabolism;Astrocyte Markers","hsa00010;hsa04152;hsa04919;hsa05230","","PFKP","PFKP - mRNA","False"
"ANK2 - mRNA","NM_001148.5:11581","NS_HS_GLIAL_V1.0","ANK2","mRNA",0,"","Myelogenesis;Cytoskeletal Dynamics","hsa05205","","ANK2","ANK2 - mRNA","False"
"SERINC3 - mRNA","NM_006811.2:185","NS_HS_GLIAL_V1.0","SERINC3","mRNA",0,"","Primed Microglia;Microglia Neurodegenerative Phenotype (MGnD)","","","SERINC3","SERINC3 - mRNA","False"
"MAPK1 - mRNA","NM_138957.2:430","NS_HS_GLIAL_V1.0","MAPK1","mRNA",0,"","MAPK & PI3K","hsa04010;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04071;hsa04072;hsa04114;hsa04150;hsa04151;hsa04261;hsa04270;hsa04320;hsa04350;hsa04360;hsa04370;hsa04380;hsa04510;hsa04520;hsa04540;hsa04550;hsa04611;hsa04620;hsa04621;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04713;hsa04720;hsa04722;hsa04723;hsa04724;hsa04725;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04914;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa04930;hsa04933;hsa04960;hsa05010;hsa05020;hsa05034;hsa05131;hsa05132;hsa05133;hsa05140;hsa05142;hsa05145;hsa05152;hsa05160;hsa05161;hsa05164;hsa05200;hsa05203;hsa05205;hsa05206;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05230;hsa05231","","MAPK1","MAPK1 - mRNA","False"
"NDUFA10 - mRNA","NM_004544.3:876","NS_HS_GLIAL_V1.0","NDUFA10","mRNA",0,"","Cannabinoid Signaling","hsa00190;hsa04932;hsa05010;hsa05012;hsa05016","","NDUFA10","NDUFA10 - mRNA","False"
"CDC42 - mRNA","NM_001039802.1:390","NS_HS_GLIAL_V1.0","CDC42","mRNA",0,"","Neurogenesis;Cell Migration","hsa04010;hsa04014;hsa04015;hsa04062;hsa04144;hsa04360;hsa04370;hsa04510;hsa04520;hsa04530;hsa04660;hsa04666;hsa04670;hsa04722;hsa04810;hsa04912;hsa04932;hsa04933;hsa05100;hsa05120;hsa05130;hsa05131;hsa05132;hsa05200;hsa05203;hsa05205;hsa05211;hsa05212","","CDC42","CDC42 - mRNA","False"
"SPP1 - mRNA","NM_000582.2:760","NS_HS_GLIAL_V1.0","SPP1","mRNA",0,"","Primed Microglia;Neurogenesis;Microglia Neurodegenerative Phenotype (MGnD)","hsa04151;hsa04510;hsa04620","","SPP1","SPP1 - mRNA","False"
"CTSD - mRNA","NM_001909.4:1270","NS_HS_GLIAL_V1.0","CTSD","mRNA",0,"","Stage 1 DAM;Microglial Markers;Microglia Neurodegenerative Phenotype (MGnD);Homeostatic Microglia;Autophagy;Apoptosis","hsa04071;hsa04142;hsa05152","","CTSD","CTSD - mRNA","False"
"SQSTM1 - mRNA","NM_001142298.1:489","NS_HS_GLIAL_V1.0","SQSTM1","mRNA",0,"","Autophagy","hsa04380","","SQSTM1","SQSTM1 - mRNA","False"
"SCD5 - mRNA","NM_024906.2:512","NS_HS_GLIAL_V1.0","SCD5","mRNA",0,"","Lipid Metabolism","hsa03320;hsa04152","","SCD5","SCD5 - mRNA","False"
"PTPRZ1 - mRNA","NM_002851.2:2380","NS_HS_GLIAL_V1.0","PTPRZ1","mRNA",0,"","Oligodendrocyte DifferentiationMaturation;Myelogenesis;Astrocyte Markers","hsa05120","","PTPRZ1","PTPRZ1 - mRNA","False"
"LAMP2 - mRNA","NM_002294.2:380","NS_HS_GLIAL_V1.0","LAMP2","mRNA",0,"","Autophagy","hsa04142;hsa04145;hsa05152","","LAMP2","LAMP2 - mRNA","False"
"TIMP2 - mRNA","NM_003255.4:397","NS_HS_GLIAL_V1.0","TIMP2","mRNA",0,"","Stage 2 DAM;Neurogenesis","","","TIMP2","TIMP2 - mRNA","False"
"ADCYAP1R1 - mRNA","NM_001118.3:935","NS_HS_GLIAL_V1.0","ADCYAP1R1","mRNA",0,"","Neurotrophin Signaling;Neuroactive Ligands and Receptors;Astrocyte Markers","hsa04024;hsa04080;hsa04713;hsa04911;hsa04924","","ADCYAP1R1","ADCYAP1R1 - mRNA","False"
"SLC38A2 - mRNA","NM_018976.4:1170","NS_HS_GLIAL_V1.0","SLC38A2","mRNA",0,"","Oligodendrocyte Markers;Glutamatergic Synapse;GABAergic Synapse","hsa04724;hsa04727;hsa04974","","SLC38A2","SLC38A2 - mRNA","False"
"IGFBP5 - mRNA","NM_000599.3:1188","NS_HS_GLIAL_V1.0","IGFBP5","mRNA",0,"","Insulin Signaling","","","IGFBP5","IGFBP5 - mRNA","False"
"GSN - mRNA","NM_000177.4:1075","NS_HS_GLIAL_V1.0","GSN","mRNA",0,"","Phagocytosis;Oligodendrocyte DifferentiationMaturation;Cytoskeletal Dynamics","hsa04666;hsa04810;hsa05203","Oligodendrocytes","GSN","GSN - mRNA","False"
"TJP1 - mRNA","NM_175610.2:4065","NS_HS_GLIAL_V1.0","TJP1","mRNA",0,"","Primed Microglia;Gap Junctions","hsa04520;hsa04530;hsa04540;hsa05110;hsa05120;hsa05132","","TJP1","TJP1 - mRNA","False"
"SOX2 - mRNA","NM_003106.3:1043","NS_HS_GLIAL_V1.0","SOX2","mRNA",0,"","Neurogenesis","hsa04390;hsa04550","","SOX2","SOX2 - mRNA","False"
"HACD2 - mRNA","NM_198402.2:510","NS_HS_GLIAL_V1.0","HACD2","mRNA",0,"","Lipid Metabolism","","","HACD2","HACD2 - mRNA","False"
"RNF10 - mRNA","NM_014868.3:1910","NS_HS_GLIAL_V1.0","RNF10","mRNA",0,"","Neurogenesis;Myelogenesis","","","RNF10","RNF10 - mRNA","False"
"SGCE - mRNA","NM_001099400.1:1238","NS_HS_GLIAL_V1.0","SGCE","mRNA",0,"","Cytoskeletal Dynamics","","","SGCE","SGCE - mRNA","False"
"TSC1 - mRNA","NM_001162427.1:2072","NS_HS_GLIAL_V1.0","TSC1","mRNA",0,"","Neurogenesis;Insulin Signaling;Cytoskeletal Dynamics;Autophagy","hsa04072;hsa04150;hsa04151;hsa04152;hsa04211;hsa04910;hsa05231","","TSC1","TSC1 - mRNA","False"
"PIAS1 - mRNA","NM_016166.1:1870","NS_HS_GLIAL_V1.0","PIAS1","mRNA",0,"","JAK-STAT;Interferon Signaling","hsa04120;hsa04630;hsa05160","","PIAS1","PIAS1 - mRNA","False"
"HEXB - mRNA","NM_000521.3:950","NS_HS_GLIAL_V1.0","HEXB","mRNA",0,"","Neurogenesis;Microglial Markers;Homeostatic Microglia","hsa04142","","HEXB","HEXB - mRNA","False"
"UBE3C - mRNA","NM_014671.2:1222","NS_HS_GLIAL_V1.0","UBE3C","mRNA",0,"","Antigen Processing and Presentation","hsa04120","","UBE3C","UBE3C - mRNA","False"
"UBE2G1 - mRNA","NM_003342.4:653","NS_HS_GLIAL_V1.0","UBE2G1","mRNA",0,"","Proteotoxic Stress;Antigen Processing and Presentation","hsa04120;hsa04141;hsa05012","","UBE2G1","UBE2G1 - mRNA","False"
"EIF2AK1 - mRNA","NM_014413.2:1685","NS_HS_GLIAL_V1.0","EIF2AK1","mRNA",0,"","Proteotoxic Stress","hsa04141;hsa05160;hsa05162;hsa05164;hsa05168;hsa05169","","EIF2AK1","EIF2AK1 - mRNA","False"
"PRKCI - mRNA","NM_002740.5:408","NS_HS_GLIAL_V1.0","PRKCI","mRNA",0,"","Neurogenesis;Insulin Signaling","hsa04015;hsa04144;hsa04390;hsa04530;hsa04611;hsa04910","","PRKCI","PRKCI - mRNA","False"
"SIRT5 - mRNA","NM_012241.3:300","NS_HS_GLIAL_V1.0","SIRT5","mRNA",0,"","Glucose Metabolism","","","SIRT5","SIRT5 - mRNA","False"
"ATG2B - mRNA","NM_018036.5:1722","NS_HS_GLIAL_V1.0","ATG2B","mRNA",0,"","Autophagy","","","ATG2B","ATG2B - mRNA","False"
"EIF2B5 - mRNA","NM_003907.2:1098","NS_HS_GLIAL_V1.0","EIF2B5","mRNA",0,"","Oligodendrocyte DifferentiationMaturation;Myelogenesis;Astrocyte DifferentiationFunction","","","EIF2B5","EIF2B5 - mRNA","False"
"HDAC2 - mRNA","NM_001527.1:930","NS_HS_GLIAL_V1.0","HDAC2","mRNA",0,"","Oligodendrocyte DifferentiationMaturation;Neurogenesis;Cell Cycle","hsa04110;hsa04213;hsa04919;hsa05016;hsa05034;hsa05169;hsa05200;hsa05202;hsa05203;hsa05220","","HDAC2","HDAC2 - mRNA","False"
"MBTPS1 - mRNA","NM_003791.2:1434","NS_HS_GLIAL_V1.0","MBTPS1","mRNA",0,"","Proteotoxic Stress","hsa04141","","MBTPS1","MBTPS1 - mRNA","False"
"SUGT1 - mRNA","NM_001130912.1:1180","NS_HS_GLIAL_V1.0","SUGT1","mRNA",0,"","Inflammasome","hsa04621","","SUGT1","SUGT1 - mRNA","False"
"ANKH - mRNA","NM_054027.4:610","NS_HS_GLIAL_V1.0","ANKH","mRNA",0,"","Primed Microglia","","","ANKH","ANKH - mRNA","False"
"PTPRM - mRNA","NM_002845.3:1680","NS_HS_GLIAL_V1.0","PTPRM","mRNA",0,"","Neurogenesis;Cell Migration","hsa04514;hsa04520","","PTPRM","PTPRM - mRNA","False"
"ATP5PB - mRNA","NM_001688.4:645","NS_HS_GLIAL_V1.0","ATP5PB","mRNA",0,"","Glucose Metabolism","hsa00190;hsa05010;hsa05012;hsa05016","","ATP5PB","ATP5PB - mRNA","False"
"PDHB - mRNA","NM_000925.3:555","NS_HS_GLIAL_V1.0","PDHB","mRNA",0,"","Glucose Metabolism","hsa00010;hsa00020;hsa00620;hsa04066;hsa04922;hsa05230","","PDHB","PDHB - mRNA","False"
"SLC38A1 - mRNA","NM_001077484.1:1766","NS_HS_GLIAL_V1.0","SLC38A1","mRNA",0,"","Glutamatergic Synapse;GABAergic Synapse","hsa04724;hsa04727","","SLC38A1","SLC38A1 - mRNA","False"
"SLC6A1 - mRNA","NM_003042.3:1315","NS_HS_GLIAL_V1.0","SLC6A1","mRNA",0,"","GABAergic Synapse;Astrocyte Markers","hsa04727","","SLC6A1","SLC6A1 - mRNA","False"
"DDAH1 - mRNA","NM_012137.2:620","NS_HS_GLIAL_V1.0","DDAH1","mRNA",0,"","NO Metabolism and Signaling","","","DDAH1","DDAH1 - mRNA","False"
"DNAJB9 - mRNA","NM_012328.1:380","NS_HS_GLIAL_V1.0","DNAJB9","mRNA",0,"","Proteotoxic Stress","","","DNAJB9","DNAJB9 - mRNA","False"
"LGMN - mRNA","NM_001008530.2:522","NS_HS_GLIAL_V1.0","LGMN","mRNA",0,"","Microglial Markers;Antigen Processing and Presentation","hsa04142;hsa04612","","LGMN","LGMN - mRNA","False"
"STMN4 - mRNA","NM_030795.2:362","NS_HS_GLIAL_V1.0","STMN4","mRNA",0,"","Oligodendrocyte Markers;Neurogenesis;Cytoskeletal Dynamics","","","STMN4","STMN4 - mRNA","False"
"GMPR2 - mRNA","NM_001002001.2:392","NS_HS_GLIAL_V1.0","GMPR2","mRNA",0,"","Primed Microglia","hsa00230","","GMPR2","GMPR2 - mRNA","False"
"SRPRA - mRNA","NM_001177842.1:1065","NS_HS_GLIAL_V1.0","SRPRA","mRNA",0,"","Proteotoxic Stress","","","SRPRA","SRPRA - mRNA","False"
"CUL2 - mRNA","NM_003591.2:1395","NS_HS_GLIAL_V1.0","CUL2","mRNA",0,"","Hypoxia;Antigen Processing and Presentation","hsa04066;hsa04120;hsa05200;hsa05211","","CUL2","CUL2 - mRNA","False"
"PDPK1 - mRNA","XM_011522521.2:4552","NS_HS_GLIAL_V1.0","PDPK1","mRNA",0,"","T-cell signaling;Neurotrophin Signaling;Insulin Signaling;Cell Migration","hsa03320;hsa04068;hsa04071;hsa04150;hsa04151;hsa04152;hsa04510;hsa04660;hsa04664;hsa04722;hsa04910;hsa04919;hsa04931;hsa04960;hsa05145;hsa05160;hsa05205;hsa05213;hsa05215;hsa05223;hsa05231","","PDPK1","PDPK1 - mRNA","False"
"ASNS - mRNA","NM_183356.2:1644","NS_HS_GLIAL_V1.0","ASNS","mRNA",0,"","Proteotoxic Stress","hsa00250","","ASNS","ASNS - mRNA","False"
"DNM1L - mRNA","NM_001278463.1:1396","NS_HS_GLIAL_V1.0","DNM1L","mRNA",0,"","Neurogenesis;Apoptosis","hsa04668","","DNM1L","DNM1L - mRNA","False"
"GAD2 - mRNA","NM_000818.2:1245","NS_HS_GLIAL_V1.0","GAD2","mRNA",0,"","GABAergic Synapse","hsa00250;hsa00650;hsa04727;hsa04940","","GAD2","GAD2 - mRNA","False"
"CACNA2D3 - mRNA","NM_018398.2:205","NS_HS_GLIAL_V1.0","CACNA2D3","mRNA",0,"","Ion Transport;Calcium Signaling","hsa04010;hsa04260;hsa04261;hsa04921;hsa05410;hsa05412;hsa05414","","CACNA2D3","CACNA2D3 - mRNA","False"
"MX1 - mRNA","NM_002462.2:1485","NS_HS_GLIAL_V1.0","MX1","mRNA",0,"","Interferon Signaling","hsa05162;hsa05164","","MX1","MX1 - mRNA","False"
"GAS6 - mRNA","NM_000820.2:1339","NS_HS_GLIAL_V1.0","GAS6","mRNA",0,"","Neurogenesis","","","GAS6","GAS6 - mRNA","False"
"JAK1 - mRNA","NM_002227.1:285","NS_HS_GLIAL_V1.0","JAK1","mRNA",0,"","JAK-STAT","hsa04151;hsa04380;hsa04550;hsa04630;hsa05140;hsa05145;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05168;hsa05169;hsa05200;hsa05203;hsa05212","","JAK1","JAK1 - mRNA","False"
"MYORG - mRNA","NM_020702.5:1180","NS_HS_GLIAL_V1.0","MYORG","mRNA",0,"","","","Astrocytes","MYORG","MYORG - mRNA","False"
"PKD2 - mRNA","NM_000297.2:2565","NS_HS_GLIAL_V1.0","PKD2","mRNA",0,"","NO Metabolism and Signaling","","","PKD2","PKD2 - mRNA","False"
"SCP2 - mRNA","NM_001007100.2:405","NS_HS_GLIAL_V1.0","SCP2","mRNA",0,"","Lipid Metabolism","hsa03320;hsa04146","","SCP2","SCP2 - mRNA","False"
"LAMP1 - mRNA","NM_005561.3:730","NS_HS_GLIAL_V1.0","LAMP1","mRNA",0,"","Autophagy","hsa04142;hsa04145;hsa05152","","LAMP1","LAMP1 - mRNA","False"
"BHLHE41 - mRNA","NM_030762.2:655","NS_HS_GLIAL_V1.0","BHLHE41","mRNA",0,"","Microglial Markers;Circadian Signaling","hsa04710","","BHLHE41","BHLHE41 - mRNA","False"
"BIN1 - mRNA","NM_004305.4:379","NS_HS_GLIAL_V1.0","BIN1","mRNA",0,"","Primed Microglia;Phagocytosis;Microglia Neurodegenerative Phenotype (MGnD);Cytoskeletal Dynamics","hsa04144;hsa04666","","BIN1","BIN1 - mRNA","False"
"PLXDC2 - mRNA","NM_032812.7:685","NS_HS_GLIAL_V1.0","PLXDC2","mRNA",0,"","Microglial Markers","","","PLXDC2","PLXDC2 - mRNA","False"
"ITM2A - mRNA","NM_004867.4:988","NS_HS_GLIAL_V1.0","ITM2A","mRNA",0,"","Blood Brain Barrier","","","ITM2A","ITM2A - mRNA","False"
"MERTK - mRNA","NM_006343.2:665","NS_HS_GLIAL_V1.0","MERTK","mRNA",0,"","Primed Microglia;Microglia Neurodegenerative Phenotype (MGnD)","","","MERTK","MERTK - mRNA","False"
"TMEM47 - mRNA","NM_031442.4:700","NS_HS_GLIAL_V1.0","TMEM47","mRNA",0,"","Astrocyte Markers","","","TMEM47","TMEM47 - mRNA","False"
"ADAMTS1 - mRNA","NM_006988.3:2840","NS_HS_GLIAL_V1.0","ADAMTS1","mRNA",0,"","Microglial Markers","","","ADAMTS1","ADAMTS1 - mRNA","False"
"VEGFA - mRNA","NM_001025366.1:1325","NS_HS_GLIAL_V1.0","VEGFA","mRNA",0,"","Neurogenesis;Microglia Neurodegenerative Phenotype (MGnD);Hypoxia;Angiogenesis","hsa04014;hsa04015;hsa04060;hsa04066;hsa04150;hsa04151;hsa04370;hsa04510;hsa04933;hsa05200;hsa05205;hsa05206;hsa05211;hsa05212;hsa05219;hsa05323","","VEGFA","VEGFA - mRNA","False"
"STAT1 - mRNA","NM_139266.1:455","NS_HS_GLIAL_V1.0","STAT1","mRNA",0,"","Primed Microglia;JAK-STAT","hsa04062;hsa04380;hsa04620;hsa04630;hsa04917;hsa04919;hsa04933;hsa05140;hsa05145;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168;hsa05200;hsa05212;hsa05321","","STAT1","STAT1 - mRNA","False"
"PCCA - mRNA","NM_000282.3:1022","NS_HS_GLIAL_V1.0","PCCA","mRNA",0,"","Lipid Metabolism","hsa00280;hsa00630;hsa00640","","PCCA","PCCA - mRNA","False"
"ACOT13 - mRNA","NM_018473.2:400","NS_HS_GLIAL_V1.0","ACOT13","mRNA",0,"","Lipid Metabolism","","","ACOT13","ACOT13 - mRNA","False"
"UBE4B - mRNA","NM_006048.3:1560","NS_HS_GLIAL_V1.0","UBE4B","mRNA",0,"","Proteotoxic Stress;Neurogenesis","hsa04120;hsa04141","","UBE4B","UBE4B - mRNA","False"
"PDHA1 - mRNA","NM_000284.3:1080","NS_HS_GLIAL_V1.0","PDHA1","mRNA",0,"","Glucose Metabolism","hsa00010;hsa00020;hsa00620;hsa04066;hsa04922;hsa05230","","PDHA1","PDHA1 - mRNA","False"
"UBE2D2 - mRNA","NM_181838.1:1088","NS_HS_GLIAL_V1.0","UBE2D2","mRNA",0,"","Proteotoxic Stress;Antigen Processing and Presentation","hsa04120;hsa04141;hsa05131","","UBE2D2","UBE2D2 - mRNA","False"
"MKRN1 - mRNA","NM_013446.4:935","NS_HS_GLIAL_V1.0","MKRN1","mRNA",0,"","Antigen Processing and Presentation","","","MKRN1","MKRN1 - mRNA","False"
"MTMR4 - mRNA","NM_004687.4:1098","NS_HS_GLIAL_V1.0","MTMR4","mRNA",0,"","Autophagy","hsa04070","","MTMR4","MTMR4 - mRNA","False"
"CHCHD3 - mRNA","NM_017812.2:206","NS_HS_GLIAL_V1.0","CHCHD3","mRNA",0,"","Glucose Metabolism","","","CHCHD3","CHCHD3 - mRNA","False"
"NCAN - mRNA","NM_004386.3:3120","NS_HS_GLIAL_V1.0","NCAN","mRNA",0,"","Astrocyte Markers","","","NCAN","NCAN - mRNA","False"
"MAP2K1 - mRNA","NM_002755.3:1174","NS_HS_GLIAL_V1.0","MAP2K1","mRNA",0,"","MAPK & PI3K","hsa04010;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04071;hsa04072;hsa04114;hsa04151;hsa04270;hsa04320;hsa04370;hsa04380;hsa04510;hsa04540;hsa04550;hsa04620;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04720;hsa04722;hsa04725;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04914;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa05020;hsa05034;hsa05161;hsa05164;hsa05200;hsa05205;hsa05206;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05230;hsa05231","","MAP2K1","MAP2K1 - mRNA","False"
