ProbeID,Codeset.Name,Probe.Label,Analyte.Type,Is.Control,Control.Type,Related.Probes,Probe.Annotation,KEGG.Pathways,Cell.Type,Official.Gene.Name,Fusion.Probe.Type,Fusion.Base,SNV.Probe.Type,SNV.LocID,SNV.annot
NM_138761.3:342,NS_HS_GLIAL_V1.0,BAX,mRNA,FALSE,,,Proteotoxic Stress;Apoptosis,hsa04071;hsa04115;hsa04141;hsa04210;hsa04211;hsa04722;hsa04932;hsa04933;hsa05014;hsa05016;hsa05020;hsa05152;hsa05161;hsa05166;hsa05200;hsa05203;hsa05210,,BAX,,,,,
NM_000359.2:1595,NS_HS_GLIAL_V1.0,TGM1,mRNA,FALSE,,,A2 Astrocyte,,,TGM1,,,,,
NM_002845.3:1680,NS_HS_GLIAL_V1.0,PTPRM,mRNA,FALSE,,,Neurogenesis;Cell Migration,hsa04514;hsa04520,,PTPRM,,,,,
NM_005561.3:730,NS_HS_GLIAL_V1.0,LAMP1,mRNA,FALSE,,,Autophagy,hsa04142;hsa04145;hsa05152,,LAMP1,,,,,
NM_005669.4:280,NS_HS_GLIAL_V1.0,REEP5,mRNA,FALSE,,,Primed Microglia,,,REEP5,,,,,
NM_000701.7:1550,NS_HS_GLIAL_V1.0,ATP1A1,mRNA,FALSE,,,Primed Microglia;Ion Transport,hsa04022;hsa04024;hsa04260;hsa04261;hsa04911;hsa04918;hsa04919;hsa04960;hsa04961;hsa04970;hsa04971;hsa04972;hsa04973;hsa04974;hsa04976;hsa04978,,ATP1A1,,,,,
NM_006761.4:770,NS_HS_GLIAL_V1.0,YWHAE,mRNA,FALSE,,,Neurotrophin Signaling;Neurogenesis;Cell Cycle,hsa04110;hsa04114;hsa04151;hsa04390;hsa04722;hsa05169;hsa05203,,YWHAE,,,,,
NM_001212.3:745,NS_HS_GLIAL_V1.0,C1QBP,mRNA,FALSE,,,Apoptosis;A1 Astrocyte,hsa05168,,C1QBP,,,,,
NM_001256741.1:1962,NS_HS_GLIAL_V1.0,CNOT10,mRNA,TRUE,Housekeeping,,,,,CNOT10,,,,,
NM_001001344.2:1280,NS_HS_GLIAL_V1.0,ATP2B3,mRNA,FALSE,,,Ion Transport;Calcium Signaling,hsa04020;hsa04022;hsa04024;hsa04261;hsa04970;hsa04972,,ATP2B3,,,,,
NM_001004320.1:320,NS_HS_GLIAL_V1.0,AGMO,mRNA,FALSE,,,Lipid Metabolism,,,AGMO,,,,,
NM_003904.3:1215,NS_HS_GLIAL_V1.0,ZPR1,mRNA,FALSE,,,Neurogenesis;Cytoskeletal Dynamics,,,ZPR1,,,,,
NM_001160226.1:1576,NS_HS_GLIAL_V1.0,CNR1,mRNA,FALSE,,,Neuroactive Ligands and Receptors;Cannabinoid Signaling,hsa04015;hsa04080;hsa04723,,CNR1,,,,,
NM_001001392.1:429,NS_HS_GLIAL_V1.0,CD44,mRNA,FALSE,,,Primed Microglia;Interferon Signaling;Astrocyte Markers,hsa04640;hsa05131;hsa05169;hsa05205;hsa05206,,CD44,,,,,
NM_005010.4:875,NS_HS_GLIAL_V1.0,NRCAM,mRNA,FALSE,,,Neurogenesis;Cytoskeletal Dynamics;Cell Migration;Astrocyte Markers,hsa04514,,NRCAM,,,,,
NM_012252.2:890,NS_HS_GLIAL_V1.0,TFEC,mRNA,FALSE,,,Microglia Neurodegenerative Phenotype (MGnD),,,TFEC,,,,,
NM_021723.3:2290,NS_HS_GLIAL_V1.0,ADAM22,mRNA,FALSE,,,Myelogenesis;Cytoskeletal Dynamics,,,ADAM22,,,,,
NM_015380.4:890,NS_HS_GLIAL_V1.0,SAMM50,mRNA,FALSE,,,Glucose Metabolism,,,SAMM50,,,,,
NM_213620.1:490,NS_HS_GLIAL_V1.0,ATP6V1H,mRNA,FALSE,,,Phagocytosis;Ion Transport,hsa00190;hsa04142;hsa04145;hsa04721;hsa05110;hsa05120;hsa05152;hsa05323,,ATP6V1H,,,,,
NM_000688.4:395,NS_HS_GLIAL_V1.0,ALAS1,mRNA,FALSE,,,Primed Microglia,,,ALAS1,,,,,
NM_000671.3:832,NS_HS_GLIAL_V1.0,ADH5,mRNA,FALSE,,,Lipid Metabolism,hsa00010;hsa00071,,ADH5,,,,,
NM_003026.2:381,NS_HS_GLIAL_V1.0,SH3GL2,mRNA,FALSE,,,Neurogenesis;Antigen Processing and Presentation,hsa04144,,SH3GL2,,,,,
NM_015267.3:303,NS_HS_GLIAL_V1.0,CUX2,mRNA,FALSE,,,Neuronal Markers;Neurogenesis,,,CUX2,,,,,
NM_003471.3:520,NS_HS_GLIAL_V1.0,KCNAB1,mRNA,FALSE,,,Ion Transport,,,KCNAB1,,,,,
NM_001139498.1:410,NS_HS_GLIAL_V1.0,FGF13,mRNA,FALSE,,,Neurogenesis;Cytoskeletal Dynamics,hsa04010;hsa04014;hsa04015;hsa04151;hsa04810;hsa05200;hsa05218,,FGF13,,,,,
NM_001030272.1:840,NS_HS_GLIAL_V1.0,ARNTL,mRNA,FALSE,,,Dopaminergic Synapse;Circadian Signaling,hsa04710;hsa04728;hsa05168,,ARNTL,,,,,
NM_001177842.1:1065,NS_HS_GLIAL_V1.0,SRPRA,mRNA,FALSE,,,Proteotoxic Stress,,,SRPRA,,,,,
NM_001127397.2:810,NS_HS_GLIAL_V1.0,ERLEC1,mRNA,FALSE,,,Proteotoxic Stress,hsa04141,,ERLEC1,,,,,
NM_000108.3:766,NS_HS_GLIAL_V1.0,DLD,mRNA,FALSE,,,Glucose Metabolism,hsa00010;hsa00020;hsa00280;hsa00620;hsa00630;hsa00640,,DLD,,,,,
NM_000310.3:826,NS_HS_GLIAL_V1.0,PPT1,mRNA,FALSE,,,Lipid Metabolism,hsa04142,,PPT1,,,,,
NM_001206609.1:326,NS_HS_GLIAL_V1.0,SELPLG,mRNA,FALSE,,,Primed Microglia;Microglial Markers;Cell Migration,hsa04514;hsa05150,,SELPLG,,,,,
NM_002228.3:1952,NS_HS_GLIAL_V1.0,JUN,mRNA,FALSE,,,Wnt Signaling;T-cell signaling;Neurogenesis;Microglial Markers;Microglia Neurodegenerative Phenotype (MGnD);MAPK & PI3K,hsa04010;hsa04012;hsa04024;hsa04310;hsa04380;hsa04510;hsa04620;hsa04660;hsa04662;hsa04668;hsa04722;hsa04912;hsa04915;hsa04921;hsa04932;hsa04933;hsa05030;hsa05031;hsa05120;hsa05132;hsa05133;hsa05140;hsa05142;hsa05161;hsa05164;hsa05166;hsa05168;hsa05169;hsa05200;hsa05203;hsa05210;hsa05211;hsa05231;hsa05321;hsa05323,,JUN,,,,,
NM_183353.2:975,NS_HS_GLIAL_V1.0,RLIM,mRNA,FALSE,,,Antigen Processing and Presentation,,,RLIM,,,,,
NM_003010.2:771,NS_HS_GLIAL_V1.0,MAP2K4,mRNA,FALSE,,,MAPK & PI3K,hsa04010;hsa04012;hsa04620;hsa04664;hsa04668;hsa04912;hsa05120;hsa05142;hsa05161;hsa05164;hsa05166;hsa05169,,MAP2K4,,,,,
NM_000599.3:1188,NS_HS_GLIAL_V1.0,IGFBP5,mRNA,FALSE,,,Insulin Signaling,,,IGFBP5,,,,,
NM_002755.3:1174,NS_HS_GLIAL_V1.0,MAP2K1,mRNA,FALSE,,,MAPK & PI3K,hsa04010;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04071;hsa04072;hsa04114;hsa04151;hsa04270;hsa04320;hsa04370;hsa04380;hsa04510;hsa04540;hsa04550;hsa04620;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04720;hsa04722;hsa04725;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04914;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa05020;hsa05034;hsa05161;hsa05164;hsa05200;hsa05205;hsa05206;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05230;hsa05231,,MAP2K1,,,,,
NM_005211.3:455,NS_HS_GLIAL_V1.0,CSF1R,mRNA,FALSE,,,Primed Microglia;Microglial Markers;Microglia Neurodegenerative Phenotype (MGnD);Homeostatic Microglia;Cytokines,hsa04014;hsa04015;hsa04060;hsa04144;hsa04151;hsa04380;hsa04640;hsa05200;hsa05202,,CSF1R,,,,,
NM_001315.2:792,NS_HS_GLIAL_V1.0,MAPK14,mRNA,FALSE,,,MAPK & PI3K,hsa04010;hsa04015;hsa04068;hsa04071;hsa04261;hsa04370;hsa04380;hsa04550;hsa04611;hsa04620;hsa04621;hsa04622;hsa04660;hsa04664;hsa04668;hsa04670;hsa04722;hsa04723;hsa04728;hsa04750;hsa04912;hsa04914;hsa04917;hsa04933;hsa05014;hsa05120;hsa05131;hsa05132;hsa05133;hsa05140;hsa05142;hsa05145;hsa05152;hsa05160;hsa05164;hsa05169;hsa05205,,MAPK14,,,,,
NM_004734.4:1571,NS_HS_GLIAL_V1.0,DCLK1,mRNA,FALSE,,,Neurogenesis,,,DCLK1,,,,,
NM_212472.1:367,NS_HS_GLIAL_V1.0,PRKAR1A,mRNA,FALSE,,,Insulin Signaling,hsa04210;hsa04910,,PRKAR1A,,,,,
NM_005465.4:287,NS_HS_GLIAL_V1.0,AKT3,mRNA,FALSE,,,MAPK & PI3K,hsa04010;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04071;hsa04072;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04261;hsa04370;hsa04380;hsa04510;hsa04530;hsa04550;hsa04611;hsa04620;hsa04630;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04722;hsa04725;hsa04728;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04920;hsa04922;hsa04923;hsa04931;hsa04932;hsa04933;hsa04973;hsa05142;hsa05145;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05169;hsa05200;hsa05205;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05230;hsa05231,,AKT3,,,,,
NM_016395.2:235,NS_HS_GLIAL_V1.0,HACD3,mRNA,FALSE,,,Lipid Metabolism,,,HACD3,,,,,
NM_004947.4:3020,NS_HS_GLIAL_V1.0,DOCK3,mRNA,FALSE,,,Neurotrophin Signaling,,,DOCK3,,,,,
NM_020689.3:780,NS_HS_GLIAL_V1.0,SLC24A3,mRNA,FALSE,,,Primed Microglia,,,SLC24A3,,,,,
NM_005806.3:400,NS_HS_GLIAL_V1.0,OLIG2,mRNA,FALSE,,,Oligodendrocyte Differentiation/Maturation;Myelogenesis,,,OLIG2,,,,,
NM_001085.4:1220,NS_HS_GLIAL_V1.0,SERPINA3,mRNA,FALSE,,,Astrocyte Markers,,,SERPINA3,,,,,
NM_001134296.1:655,NS_HS_GLIAL_V1.0,AP3M2,mRNA,FALSE,,,Primed Microglia,hsa04142,,AP3M2,,,,,
NM_001184705.2:645,NS_HS_GLIAL_V1.0,HADH,mRNA,FALSE,,,Lipid Metabolism,hsa00071;hsa00280;hsa00650,,HADH,,,,,
NM_003650.3:525,NS_HS_GLIAL_V1.0,CST7,mRNA,FALSE,,,Stage 2 DAM;Primed Microglia;Microglia Neurodegenerative Phenotype (MGnD),,,CST7,,,,,
NM_004691.4:970,NS_HS_GLIAL_V1.0,ATP6V0D1,mRNA,FALSE,,,Phagocytosis;Ion Transport;Cytoskeletal Dynamics,hsa00190;hsa04142;hsa04145;hsa04721;hsa04966;hsa05110;hsa05120;hsa05152;hsa05203;hsa05323,,ATP6V0D1,,,,,
NM_004172.4:558,NS_HS_GLIAL_V1.0,SLC1A3,mRNA,FALSE,,,Glutamatergic Synapse,hsa04724,,SLC1A3,,,,,
NM_021003.4:550,NS_HS_GLIAL_V1.0,PPM1A,mRNA,FALSE,,,MAPK & PI3K,hsa04010,,PPM1A,,,,,
NM_000284.3:1080,NS_HS_GLIAL_V1.0,PDHA1,mRNA,FALSE,,,Glucose Metabolism,hsa00010;hsa00020;hsa00620;hsa04066;hsa04922;hsa05230,,PDHA1,,,,,
NM_004458.2:385,NS_HS_GLIAL_V1.0,ACSL4,mRNA,FALSE,,,Neurogenesis;Lipid Metabolism,hsa00071;hsa03320;hsa04146;hsa04920,,ACSL4,,,,,
NM_004979.4:2400,NS_HS_GLIAL_V1.0,KCND1,mRNA,FALSE,,,Ion Transport,,,KCND1,,,,,
NM_013444.3:1080,NS_HS_GLIAL_V1.0,UBQLN2,mRNA,FALSE,,,Proteotoxic Stress,hsa04141,,UBQLN2,,,,,
NM_021083.2:545,NS_HS_GLIAL_V1.0,XK,mRNA,FALSE,,,Neurogenesis,,,XK,,,,,
NM_012158.2:1565,NS_HS_GLIAL_V1.0,FBXL3,mRNA,FALSE,,,Circadian Signaling;Antigen Processing and Presentation,hsa04710,,FBXL3,,,,,
NM_002834.3:1480,NS_HS_GLIAL_V1.0,PTPN11,mRNA,FALSE,,,Neurotrophin Signaling;Neurogenesis;Interferon Signaling,hsa04014;hsa04072;hsa04630;hsa04650;hsa04670;hsa04722;hsa04920;hsa04931;hsa05120;hsa05168;hsa05205;hsa05211;hsa05220,,PTPN11,,,,,
NM_002079.2:615,NS_HS_GLIAL_V1.0,GOT1,mRNA,FALSE,,,Glutamatergic Synapse,hsa00220;hsa00250,,GOT1,,,,,
NM_004827.2:2025,NS_HS_GLIAL_V1.0,ABCG2,mRNA,FALSE,,,Blood Brain Barrier,hsa02010;hsa04976,,ABCG2,,,,,
NM_001897.4:125,NS_HS_GLIAL_V1.0,CSPG4,mRNA,FALSE,,,Neurogenesis,,,CSPG4,,,,,
NM_002982.3:123,NS_HS_GLIAL_V1.0,CCL2,mRNA,FALSE,,,Microglial Markers;Chemokines,hsa04060;hsa04062;hsa04621;hsa04668;hsa04933;hsa05142;hsa05144;hsa05164;hsa05168;hsa05323,,CCL2,,,,,
NM_000579.3:366,NS_HS_GLIAL_V1.0,CCR5,mRNA,FALSE,,,Primed Microglia;Microglia Neurodegenerative Phenotype (MGnD);Chemokines,hsa04060;hsa04062;hsa04144;hsa05145;hsa05203,,CCR5,,,,,
NM_000584.3:221,NS_HS_GLIAL_V1.0,CXCL8,mRNA,FALSE,,,NF-kappaB Signaling;Chemokines,hsa04060;hsa04062;hsa04064;hsa04072;hsa04620;hsa04621;hsa04622;hsa04932;hsa04933;hsa05120;hsa05131;hsa05132;hsa05133;hsa05134;hsa05142;hsa05144;hsa05146;hsa05160;hsa05161;hsa05164;hsa05200;hsa05202;hsa05219;hsa05323,,CXCL8,,,,,
NM_002983.2:159,NS_HS_GLIAL_V1.0,CCL3,mRNA,FALSE,,,Chemokines,hsa04060;hsa04062;hsa04620;hsa05132;hsa05142;hsa05323,,CCL3,,,,,
NM_002055.4:589,NS_HS_GLIAL_V1.0,GFAP,mRNA,FALSE,,,JAK-STAT;Cytoskeletal Dynamics;Astrocyte Markers;Astrocyte Differentiation/Function,hsa04630,,GFAP,,,,,
NM_003106.3:1043,NS_HS_GLIAL_V1.0,SOX2,mRNA,FALSE,,,Neurogenesis,hsa04390;hsa04550,,SOX2,,,,,
NM_020703.2:1455,NS_HS_GLIAL_V1.0,AMIGO1,mRNA,FALSE,,,Primed Microglia;Neurogenesis;Myelogenesis,,,AMIGO1,,,,,
NM_002968.2:1120,NS_HS_GLIAL_V1.0,SALL1,mRNA,FALSE,,,Neurogenesis;Microglia Neurodegenerative Phenotype (MGnD),,,SALL1,,,,,
NM_001184762.1:421,NS_HS_GLIAL_V1.0,CLTA,mRNA,FALSE,,,Wnt Signaling;Gap Junctions,hsa04142;hsa04144;hsa04721;hsa04961;hsa05016;hsa05100,,CLTA,,,,,
NM_001162427.1:2072,NS_HS_GLIAL_V1.0,TSC1,mRNA,FALSE,,,Neurogenesis;Insulin Signaling;Cytoskeletal Dynamics;Autophagy,hsa04072;hsa04150;hsa04151;hsa04152;hsa04211;hsa04910;hsa05231,,TSC1,,,,,
NM_020806.4:1145,NS_HS_GLIAL_V1.0,GPHN,mRNA,FALSE,,,GABAergic Synapse,hsa04727,,GPHN,,,,,
NM_001008228.2:662,NS_HS_GLIAL_V1.0,MOG,mRNA,FALSE,,,Oligodendrocyte Markers,,,MOG,,,,,
NM_001693.3:405,NS_HS_GLIAL_V1.0,ATP6V1B2,mRNA,FALSE,,,Primed Microglia;Phagocytosis;Ion Transport,hsa00190;hsa04145;hsa04721;hsa04966;hsa05110;hsa05120;hsa05323,,ATP6V1B2,,,,,
NM_000824.4:355,NS_HS_GLIAL_V1.0,GLRB,mRNA,FALSE,,,Neuroactive Ligands and Receptors,hsa04080,,GLRB,,,,,
NM_000925.3:555,NS_HS_GLIAL_V1.0,PDHB,mRNA,FALSE,,,Glucose Metabolism,hsa00010;hsa00020;hsa00620;hsa04066;hsa04922;hsa05230,,PDHB,,,,,
NM_002385.2:132,NS_HS_GLIAL_V1.0,MBP,mRNA,FALSE,,,Oligodendrocyte Markers;Myelogenesis,,,MBP,,,,,
NM_203401.1:478,NS_HS_GLIAL_V1.0,STMN1,mRNA,FALSE,,,Neuronal Markers;Neurogenesis;MAPK & PI3K,hsa04010;hsa05206,,STMN1,,,,,
NM_002562.5:780,NS_HS_GLIAL_V1.0,P2RX7,mRNA,FALSE,,,Neuroactive Ligands and Receptors;Inflammasome;Calcium Signaling,hsa04020;hsa04080,,P2RX7,,,,,
NM_005880.3:370,NS_HS_GLIAL_V1.0,DNAJA2,mRNA,FALSE,,,Proteotoxic Stress,hsa04141,,DNAJA2,,,,,
NM_001007100.2:405,NS_HS_GLIAL_V1.0,SCP2,mRNA,FALSE,,,Lipid Metabolism,hsa03320;hsa04146,,SCP2,,,,,
NM_001199389.1:1880,NS_HS_GLIAL_V1.0,EPB41L2,mRNA,FALSE,,,Cytoskeletal Dynamics,hsa04530,,EPB41L2,,,,,
NM_001008530.2:522,NS_HS_GLIAL_V1.0,LGMN,mRNA,FALSE,,,Microglial Markers;Antigen Processing and Presentation,hsa04142;hsa04612,,LGMN,,,,,
NM_000629.2:782,NS_HS_GLIAL_V1.0,IFNAR1,mRNA,FALSE,,,Interferon Signaling,hsa04060;hsa04151;hsa04380;hsa04620;hsa04630;hsa04650;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168,,IFNAR1,,,,,
NM_006158.3:1112,NS_HS_GLIAL_V1.0,NEFL,mRNA,FALSE,,,Neuronal Markers;Neurogenesis;Cytoskeletal Dynamics,hsa05014,,NEFL,,,,,
NM_001250.4:196,NS_HS_GLIAL_V1.0,CD40,mRNA,FALSE,,,NF-kappaB Signaling;Microglial Markers,hsa04060;hsa04064;hsa04514;hsa04620;hsa04672;hsa05144;hsa05145;hsa05166;hsa05169;hsa05202;hsa05310;hsa05320;hsa05322;hsa05330;hsa05340;hsa05416,,CD40,,,,,
NM_021133.3:1094,NS_HS_GLIAL_V1.0,RNASEL,mRNA,FALSE,,,Interferon Signaling,hsa05160;hsa05164;hsa05168,,RNASEL,,,,,
NM_004181.4:579,NS_HS_GLIAL_V1.0,UCHL1,mRNA,FALSE,,,Neurogenesis;Cytoskeletal Dynamics,hsa05012,,UCHL1,,,,,
NM_001005910.2:277,NS_HS_GLIAL_V1.0,IP6K2,mRNA,FALSE,,,Interferon Signaling,hsa04070,,IP6K2,,,,,
NM_007375.3:476,NS_HS_GLIAL_V1.0,TARDBP,mRNA,FALSE,,,Proteotoxic Stress,,,TARDBP,,,,,
NM_014845.5:1060,NS_HS_GLIAL_V1.0,FIG4,mRNA,FALSE,,,Neurogenesis;Myelogenesis,,,FIG4,,,,,
NM_001039802.1:390,NS_HS_GLIAL_V1.0,CDC42,mRNA,FALSE,,,Neurogenesis;Cell Migration,hsa04010;hsa04014;hsa04015;hsa04062;hsa04144;hsa04360;hsa04370;hsa04510;hsa04520;hsa04530;hsa04660;hsa04666;hsa04670;hsa04722;hsa04810;hsa04912;hsa04932;hsa04933;hsa05100;hsa05120;hsa05130;hsa05131;hsa05132;hsa05200;hsa05203;hsa05205;hsa05211;hsa05212,,CDC42,,,,,
NM_001168410.1:2305,NS_HS_GLIAL_V1.0,RIMS1,mRNA,FALSE,,,Glutamatergic Synapse;GABAergic Synapse;Dopaminergic Synapse;Cholinergic Synapse;Cannabinoid Signaling,hsa04721;hsa04723,,RIMS1,,,,,
NM_178033.1:810,NS_HS_GLIAL_V1.0,CYP4X1,mRNA,FALSE,,,Serotonergic Synapse,hsa04726,,CYP4X1,,,,,
NM_000566.3:842,NS_HS_GLIAL_V1.0,FCGR1A/B,mRNA,FALSE,,,Phagocytosis;Interferon Signaling;Cytokines;Antigen Processing and Presentation,hsa04145;hsa04380;hsa04640;hsa04666;hsa05140;hsa05150;hsa05152;hsa05202;hsa05322,,FCGR1A,,,,,
NM_006219.1:2945,NS_HS_GLIAL_V1.0,PIK3CB,mRNA,FALSE,,,MAPK & PI3K,hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04070;hsa04071;hsa04072;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04261;hsa04370;hsa04380;hsa04510;hsa04550;hsa04611;hsa04620;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04670;hsa04722;hsa04725;hsa04750;hsa04810;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04921;hsa04923;hsa04930;hsa04931;hsa04932;hsa04933;hsa04960;hsa04973;hsa05100;hsa05142;hsa05145;hsa05146;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05169;hsa05200;hsa05203;hsa05205;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05230;hsa05231,,PIK3CB,,,,,
NM_001562.3:364,NS_HS_GLIAL_V1.0,IL18,mRNA,FALSE,,,Cytokines;Astrocyte Markers,hsa04060;hsa04621;hsa04623;hsa05132;hsa05134;hsa05143;hsa05144;hsa05152;hsa05164;hsa05321;hsa05323,,IL18,,,,,
NM_003791.2:1434,NS_HS_GLIAL_V1.0,MBTPS1,mRNA,FALSE,,,Proteotoxic Stress,hsa04141,,MBTPS1,,,,,
NM_004612.2:1255,NS_HS_GLIAL_V1.0,TGFBR1,mRNA,FALSE,,,TGF-Beta Signaling;Primed Microglia;Microglial Markers;Microglia Neurodegenerative Phenotype (MGnD),hsa04010;hsa04060;hsa04068;hsa04144;hsa04350;hsa04380;hsa04390;hsa04520;hsa04933;hsa05142;hsa05161;hsa05166;hsa05200;hsa05210;hsa05212;hsa05220,,TGFBR1,,,,,
NM_203372.1:1219,NS_HS_GLIAL_V1.0,ACSL3,mRNA,FALSE,,,Lipid Metabolism,hsa00071;hsa03320;hsa04146;hsa04920,,ACSL3,,,,,
NM_001256091.1:668,NS_HS_GLIAL_V1.0,ATF2,mRNA,FALSE,,,MAPK & PI3K;Dopaminergic Synapse;Cytokines,hsa04010;hsa04022;hsa04151;hsa04211;hsa04261;hsa04668;hsa04728;hsa04911;hsa04915;hsa04918;hsa04922;hsa04925;hsa05030;hsa05031;hsa05034;hsa05161;hsa05164;hsa05166;hsa05169;hsa05203,,ATF2,,,,,
NM_003907.2:1098,NS_HS_GLIAL_V1.0,EIF2B5,mRNA,FALSE,,,Oligodendrocyte Differentiation/Maturation;Myelogenesis;Astrocyte Differentiation/Function,,,EIF2B5,,,,,
NM_033496.2:1900,NS_HS_GLIAL_V1.0,HK1,mRNA,FALSE,,,Glucose Metabolism,hsa00010;hsa04066;hsa04910;hsa04930;hsa04973;hsa05230,,HK1,,,,,
NM_015059.2:640,NS_HS_GLIAL_V1.0,TLN2,mRNA,FALSE,,,Cell Migration,hsa04015;hsa04510;hsa04611;hsa05166,,TLN2,,,,,
NM_004776.3:930,NS_HS_GLIAL_V1.0,B4GALT5,mRNA,FALSE,,,Oligodendrocyte Differentiation/Maturation;Myelogenesis,,,B4GALT5,,,,,
NM_199171.2:254,NS_HS_GLIAL_V1.0,PMEPA1,mRNA,FALSE,,,TGF-Beta Signaling,,,PMEPA1,,,,,
NM_001014432.1:1275,NS_HS_GLIAL_V1.0,AKT1,mRNA,FALSE,,,MAPK & PI3K,hsa04010;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04071;hsa04072;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04261;hsa04370;hsa04380;hsa04510;hsa04530;hsa04550;hsa04611;hsa04620;hsa04630;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04722;hsa04725;hsa04728;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04920;hsa04922;hsa04923;hsa04931;hsa04932;hsa04933;hsa04973;hsa05142;hsa05145;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05169;hsa05200;hsa05205;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05230;hsa05231,,AKT1,,,,,
NM_001025158.2:189,NS_HS_GLIAL_V1.0,CD74,mRNA,FALSE,,,Primed Microglia;Microglial Markers;Antigen Processing and Presentation,hsa04612;hsa05152;hsa05168,,CD74,,,,,
NM_004958.3:1865,NS_HS_GLIAL_V1.0,MTOR,mRNA,FALSE,,,Neurogenesis;Insulin Signaling;Autophagy,hsa04012;hsa04066;hsa04072;hsa04150;hsa04151;hsa04152;hsa04211;hsa04213;hsa04630;hsa04910;hsa04919;hsa04920;hsa04930;hsa04931;hsa05200;hsa05205;hsa05206;hsa05214;hsa05215;hsa05221;hsa05230;hsa05231,,MTOR,,,,,
NM_033360.2:267,NS_HS_GLIAL_V1.0,KRAS,mRNA,FALSE,,,MAPK & PI3K;Astrocyte Differentiation/Function,hsa04010;hsa04012;hsa04014;hsa04015;hsa04062;hsa04068;hsa04071;hsa04072;hsa04151;hsa04211;hsa04213;hsa04320;hsa04360;hsa04370;hsa04530;hsa04540;hsa04550;hsa04650;hsa04660;hsa04662;hsa04664;hsa04720;hsa04722;hsa04725;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04914;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa04933;hsa04960;hsa05034;hsa05160;hsa05161;hsa05166;hsa05200;hsa05203;hsa05205;hsa05206;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05230;hsa05231,,KRAS,,,,,
NM_000838.3:2055,NS_HS_GLIAL_V1.0,GRM1,mRNA,FALSE,,,Neuroactive Ligands and Receptors;Glutamatergic Synapse;Cannabinoid Signaling;Calcium Signaling,hsa04020;hsa04068;hsa04072;hsa04080;hsa04540;hsa04720;hsa04723;hsa04724;hsa04730;hsa04742;hsa04915,,GRM1,,,,,
NM_018965.3:355,NS_HS_GLIAL_V1.0,TREM2,mRNA,FALSE,,,Stage 2 DAM;Microglia Neurodegenerative Phenotype (MGnD);Astrocyte Differentiation/Function,hsa04380,,TREM2,,,,,
NM_000600.3:364,NS_HS_GLIAL_V1.0,IL6,mRNA,FALSE,,,Neurogenesis;Cytokines;Astrocyte Differentiation/Function,hsa04060;hsa04066;hsa04068;hsa04151;hsa04620;hsa04621;hsa04623;hsa04630;hsa04640;hsa04668;hsa04672;hsa04931;hsa04932;hsa04933;hsa05020;hsa05132;hsa05133;hsa05134;hsa05142;hsa05143;hsa05144;hsa05146;hsa05152;hsa05161;hsa05162;hsa05164;hsa05166;hsa05168;hsa05200;hsa05202;hsa05321;hsa05323;hsa05332;hsa05410,,IL6,,,,,
